####################################################################################################################################################
### RUN: hp_preset=lutter_like_256_lr5e5 K=84 test_fraction=0.2 val_fraction=0.1                                                                 ###
### dataset_seed=0                                                                                                                               ###
### npz_in=/workspace/shared/data/preprocessed/delan_UR3_Load0_5x10^4_under_K84_seed0_dataset/delan_UR3_Load0_5x10^4_under_K84_seed0_dataset.npz ###
####################################################################################################################################################

#####################
### 1) PREPROCESS ###
#####################

============================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
=== docker compose -p payload_estimation --project-directory /home/robat/.localgit/algorithmic_payload_estimation/payload_estimation --env-file /home/robat/.localgit/algorithmic_payload_estimation/payload_estimation/.env -f /home/robat/.localgit/algorithmic_payload_estimation/payload_estimation/docker-compose.yml exec -T preprocess bash -lc 'python3 scripts/build_delan_dataset.py --derive_qdd_from_qd True --col_format wide --trajectory_amount 84 --test_fraction 0.2 --val_fraction 0.1 --seed 0 --lowpass_signals True --lowpass_cutoff_hz 10.0 --lowpass_order 4 --lowpass_qdd False --raw_csv /workspace/shared/data/raw/UR3_Load0_5x10^4_under.csv --out_npz /workspace/shared/data/preprocessed/delan_UR3_Load0_5x10^4_under_K84_seed0_dataset/delan_UR3_Load0_5x10^4_under_K84_seed0_dataset.npz' ===
============================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
Saved: /workspace/shared/data/preprocessed/delan_UR3_Load0_5x10^4_under_K84_seed0_dataset/delan_UR3_Load0_5x10^4_under_K84_seed0_dataset.npz
Saved: /workspace/shared/data/preprocessed/delan_UR3_Load0_5x10^4_under_K84_seed0_dataset/delan_UR3_Load0_5x10^4_under_K84_seed0_dataset.json
Trajectories: train=19 val=3 test=5
Exists: True

#####################################################################################################################################################################################################################################################################################################################################
### DELAN VARIANT: hp_preset=lutter_like_256_lr5e5 delan_seed=0                                                                                                                                                                                                                                                                   ###
### ckpt=/workspace/shared/models/delan/UR3_Load0_5x10^4_under__best5x10L0__K84__seed0__delan_jax_struct_s0_ep200_hp_lutter_like_256_lr5e5_actsoftplus_b1024_lr5e-5_wd1e-5_w256_d2/UR3_Load0_5x10^4_under__best5x10L0__K84__seed0__delan_jax_struct_s0_ep200_hp_lutter_like_256_lr5e5_actsoftplus_b1024_lr5e-5_wd1e-5_w256_d2.jax ###
#####################################################################################################################################################################################################################################################################################################################################

######################
### 2) DELAN TRAIN ###
######################

===============================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
=== docker compose -p payload_estimation --project-directory /home/robat/.localgit/algorithmic_payload_estimation/payload_estimation --env-file /home/robat/.localgit/algorithmic_payload_estimation/payload_estimation/.env -f /home/robat/.localgit/algorithmic_payload_estimation/payload_estimation/docker-compose.yml exec -T delan_jax bash -lc 'python3 /workspace/delan_jax/scripts/rbyt_train_delan_jax.py --npz /workspace/shared/data/preprocessed/delan_UR3_Load0_5x10^4_under_K84_seed0_dataset/delan_UR3_Load0_5x10^4_under_K84_seed0_dataset.npz -t structured -s 0 -r 0 --hp_preset lutter_like_256_lr5e5 --epochs 200 --eval_every 1 --log_every 1 --early_stop True --early_stop_patience 10 --early_stop_min_delta 0.0 --early_stop_warmup_evals 0 --save_path /workspace/shared/models/delan/UR3_Load0_5x10^4_under__best5x10L0__K84__seed0__delan_jax_struct_s0_ep200_hp_lutter_like_256_lr5e5_actsoftplus_b1024_lr5e-5_wd1e-5_w256_d2/UR3_Load0_5x10^4_under__best5x10L0__K84__seed0__delan_jax_struct_s0_ep200_hp_lutter_like_256_lr5e5_actsoftplus_b1024_lr5e-5_wd1e-5_w256_d2.jax' ===
===============================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================================
mkdir -p failed for path /.config/matplotlib: [Errno 13] Permission denied: '/.config'
Matplotlib created a temporary cache directory at /tmp/matplotlib-qtipe88f because there was an issue with the default path (/.config/matplotlib); it is highly recommended to set the MPLCONFIGDIR environment variable to a writable directory, in particular to speed up the import of Matplotlib and to better support multiprocessing.
Final hyper: {'dataset': 'UR3_Load0_5x10^4_under__best5x10L0__K84__seed0__delan_jax_struct_s0_ep200_hp_lutter_like_256_lr5e5_actsoftplus_b1024_lr5e-5_wd1e-5_w256_d2', 'n_width': 256, 'n_depth': 2, 'n_minibatch': 1024, 'diagonal_epsilon': 0.1, 'diagonal_shift': 2.0, 'activation': 'softplus', 'learning_rate': 5e-05, 'weight_decay': 1e-05, 'max_epoch': 200, 'lagrangian_type': <function structured_lagrangian_fn at 0x7ba995eb68c0>}


################################################
DeLaN run: UR3_Load0_5x10^4_under__best5x10L0__K84__seed0__delan_jax_struct_s0_ep200_hp_lutter_like_256_lr5e5_actsoftplus_b1024_lr5e-5_wd1e-5_w256_d2
  model_dir = /workspace/shared/models/delan/UR3_Load0_5x10^4_under__best5x10L0__K84__seed0__delan_jax_struct_s0_ep200_hp_lutter_like_256_lr5e5_actsoftplus_b1024_lr5e-5_wd1e-5_w256_d2
  ckpt_path = /workspace/shared/models/delan/UR3_Load0_5x10^4_under__best5x10L0__K84__seed0__delan_jax_struct_s0_ep200_hp_lutter_like_256_lr5e5_actsoftplus_b1024_lr5e-5_wd1e-5_w256_d2/UR3_Load0_5x10^4_under__best5x10L0__K84__seed0__delan_jax_struct_s0_ep200_hp_lutter_like_256_lr5e5_actsoftplus_b1024_lr5e-5_wd1e-5_w256_d2.jax
  type = structured
  hp_preset = lutter_like_256_lr5e5
################################################


################################################
Dataset: delan_UR3_Load0_5x10^4_under_K84_seed0_dataset.npz
  npz = /workspace/shared/data/preprocessed/delan_UR3_Load0_5x10^4_under_K84_seed0_dataset/delan_UR3_Load0_5x10^4_under_K84_seed0_dataset.npz
   dt ≈ 0.013911611423806564
  dof = 6
  Train trajectories = 19
  Val trajectories   = 3
  Test trajectories  = 5
  Train samples = 35497
  Test samples  = 5500
################################################

2026-01-30 20:16:18.612058: W external/xla/xla/service/gpu/autotuning/dot_search_space.cc:200] All configs were filtered out because none of them sufficiently match the hints. Maybe the hints set does not contain a good representative set of valid configs?Working around this by using the full hints set instead.
2026-01-30 20:16:20.585232: W external/xla/xla/service/gpu/autotuning/dot_search_space.cc:200] All configs were filtered out because none of them sufficiently match the hints. Maybe the hints set does not contain a good representative set of valid configs?Working around this by using the full hints set instead.
################################################
Training DeLaN | run=UR3_Load0_5x10^4_under__best5x10L0__K84__seed0__delan_jax_struct_s0_ep200_hp_lutter_like_256_lr5e5_actsoftplus_b1024_lr5e-5_wd1e-5_w256_d2 | type=structured | dof=6
################################################
Epoch 00001: Time=   4.3s, Loss=1.52e+04, Inv=1.52e+04, For=5.97e+00, Power=2.91e+03
  [eval] val_mse=5.210e+02  (n=7000)
Epoch 00002: Time=   6.0s, Loss=2.27e+03, Inv=2.27e+03, For=5.84e+00, Power=6.07e+02
  [eval] val_mse=2.164e+02  (n=7000)
Epoch 00003: Time=   6.0s, Loss=9.69e+02, Inv=9.69e+02, For=5.71e+00, Power=2.49e+02
  [eval] val_mse=1.306e+02  (n=7000)
Epoch 00004: Time=   6.1s, Loss=5.59e+02, Inv=5.59e+02, For=5.67e+00, Power=1.40e+02
  [eval] val_mse=9.023e+01  (n=7000)
Epoch 00005: Time=   6.1s, Loss=3.64e+02, Inv=3.64e+02, For=5.65e+00, Power=8.89e+01
  [eval] val_mse=6.678e+01  (n=7000)
Epoch 00006: Time=   6.1s, Loss=2.54e+02, Inv=2.54e+02, For=5.63e+00, Power=6.08e+01
  [eval] val_mse=5.193e+01  (n=7000)
Epoch 00007: Time=   6.2s, Loss=1.86e+02, Inv=1.86e+02, For=5.60e+00, Power=4.33e+01
  [eval] val_mse=4.175e+01  (n=7000)
Epoch 00008: Time=   6.2s, Loss=1.43e+02, Inv=1.43e+02, For=5.64e+00, Power=3.24e+01
  [eval] val_mse=3.468e+01  (n=7000)
Epoch 00009: Time=   6.2s, Loss=1.13e+02, Inv=1.13e+02, For=5.73e+00, Power=2.55e+01
  [eval] val_mse=2.922e+01  (n=7000)
Epoch 00010: Time=   6.3s, Loss=9.14e+01, Inv=9.14e+01, For=5.80e+00, Power=2.00e+01
  [eval] val_mse=2.507e+01  (n=7000)
Epoch 00011: Time=   6.3s, Loss=7.59e+01, Inv=7.59e+01, For=5.90e+00, Power=1.63e+01
  [eval] val_mse=2.177e+01  (n=7000)
Epoch 00012: Time=   6.4s, Loss=6.38e+01, Inv=6.38e+01, For=6.01e+00, Power=1.34e+01
  [eval] val_mse=1.916e+01  (n=7000)
Epoch 00013: Time=   6.4s, Loss=5.47e+01, Inv=5.47e+01, For=6.15e+00, Power=1.12e+01
  [eval] val_mse=1.703e+01  (n=7000)
Epoch 00014: Time=   6.4s, Loss=4.74e+01, Inv=4.74e+01, For=6.27e+00, Power=9.54e+00
  [eval] val_mse=1.523e+01  (n=7000)
Epoch 00015: Time=   6.5s, Loss=4.17e+01, Inv=4.17e+01, For=6.44e+00, Power=8.26e+00
  [eval] val_mse=1.372e+01  (n=7000)
Epoch 00016: Time=   6.5s, Loss=3.71e+01, Inv=3.71e+01, For=6.60e+00, Power=7.21e+00
  [eval] val_mse=1.242e+01  (n=7000)
Epoch 00017: Time=   6.5s, Loss=3.32e+01, Inv=3.32e+01, For=6.79e+00, Power=6.32e+00
  [eval] val_mse=1.131e+01  (n=7000)
Epoch 00018: Time=   6.6s, Loss=2.99e+01, Inv=2.99e+01, For=6.96e+00, Power=5.57e+00
  [eval] val_mse=1.034e+01  (n=7000)
Epoch 00019: Time=   6.6s, Loss=2.72e+01, Inv=2.72e+01, For=7.15e+00, Power=4.98e+00
  [eval] val_mse=9.490e+00  (n=7000)
Epoch 00020: Time=   6.6s, Loss=2.49e+01, Inv=2.49e+01, For=7.33e+00, Power=4.51e+00
  [eval] val_mse=8.737e+00  (n=7000)
Epoch 00021: Time=   6.7s, Loss=2.28e+01, Inv=2.28e+01, For=7.54e+00, Power=4.09e+00
  [eval] val_mse=8.078e+00  (n=7000)
Epoch 00022: Time=   6.7s, Loss=2.11e+01, Inv=2.11e+01, For=7.70e+00, Power=3.71e+00
  [eval] val_mse=7.485e+00  (n=7000)
Epoch 00023: Time=   6.8s, Loss=1.96e+01, Inv=1.96e+01, For=7.93e+00, Power=3.39e+00
  [eval] val_mse=6.952e+00  (n=7000)
Epoch 00024: Time=   6.8s, Loss=1.83e+01, Inv=1.83e+01, For=8.14e+00, Power=3.13e+00
  [eval] val_mse=6.466e+00  (n=7000)
Epoch 00025: Time=   6.8s, Loss=1.71e+01, Inv=1.71e+01, For=8.35e+00, Power=2.90e+00
  [eval] val_mse=6.036e+00  (n=7000)
Epoch 00026: Time=   6.9s, Loss=1.60e+01, Inv=1.60e+01, For=8.58e+00, Power=2.69e+00
  [eval] val_mse=5.642e+00  (n=7000)
Epoch 00027: Time=   6.9s, Loss=1.51e+01, Inv=1.51e+01, For=8.82e+00, Power=2.51e+00
  [eval] val_mse=5.292e+00  (n=7000)
Epoch 00028: Time=   6.9s, Loss=1.43e+01, Inv=1.43e+01, For=9.06e+00, Power=2.37e+00
  [eval] val_mse=4.971e+00  (n=7000)
Epoch 00029: Time=   7.0s, Loss=1.36e+01, Inv=1.36e+01, For=9.29e+00, Power=2.22e+00
  [eval] val_mse=4.669e+00  (n=7000)
Epoch 00030: Time=   7.0s, Loss=1.29e+01, Inv=1.29e+01, For=9.50e+00, Power=2.08e+00
  [eval] val_mse=4.400e+00  (n=7000)
Epoch 00031: Time=   7.0s, Loss=1.22e+01, Inv=1.22e+01, For=9.74e+00, Power=1.96e+00
  [eval] val_mse=4.153e+00  (n=7000)
Epoch 00032: Time=   7.1s, Loss=1.17e+01, Inv=1.17e+01, For=9.96e+00, Power=1.86e+00
